Name,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Titanic Trail,-8.302930761,51.85176899,Cork,Cobh,Republic of Ireland,"Walking,Activity Operator,Tour"
Top of the Rock Walking Tours,-9.259528686,51.66930553,Cork,Drimoleague,Republic of Ireland,"Walking,Activity Operator,Tour"
Inchydoney East Beach,-8.8554049,51.5990568,Cork,Inchydoney,Republic of Ireland,"Surfing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Natural Landscape"
Barley Cove,-9.7769335,51.4690113,Cork,Barley Cove,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Beach"
Tragumna,-9.265747,51.5027103,Cork,Skibbereen,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Beach"
Garrettstown,-8.5810079,51.6441536,Cork,Garrettstown,Republic of Ireland,"Surfing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach"
Garrylucas White Strand,-8.5655197,51.6403568,Cork,Kinsale,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Beach"
Youghal Claycastle Beach,-7.8592868,51.9341917,Cork,Youghal,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Walking,Beach"
Front Strand Beach,-7.851509,51.937915,Cork,Youghal,Republic of Ireland,"Surfing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach"
Owenahincha Little Island Strand,-8.9966337,51.5656789,Cork,Owenahincha,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Beach"
Waterford Cycling Tours,-7.1104261,52.25907397,Waterford,Waterford City,Republic of Ireland,"Cycling,Activity Operator,Tour"
The Newport Shepherds,-9.5860875,53.903884,Mayo,Newport,Republic of Ireland,"Agriculture,Nature and Wildlife,Activity Operator,Visitor Farm"
Sandycove Beach,-6.114423,53.2885395,Dublin,Sandycove,Republic of Ireland,Beach
Nore Valley Park Open Farm,-7.194942,52.56304,Kilkenny,Bennettsbridge,Republic of Ireland,"Agriculture,Nature and Wildlife,Walking,Visitor Farm,Cafe,Food and Drink,Activity Operator"
Kilfane Glen and Waterfall,-7.088479,52.5525114,Kilkenny,Thomastown,Republic of Ireland,"Walking,Gardens,Garden"
Kilkenny Walking Tours,-7.251524554,52.65132881,Kilkenny,Kilkenny City,Republic of Ireland,"Walking,Activity Operator,Tour"
Kiltorcan Raceway Karting Circuit,-7.1821675,52.4621315,Kilkenny,Ballyhale,Republic of Ireland,Activity Operator
Woodstock Gardens and Arboretum,-7.0603038,52.4751006,Kilkenny,Inistioge,Republic of Ireland,"Walking,Gardens,Garden,Cafe,Food and Drink"
Rothe House,-7.254715,52.65433,Kilkenny,Kilkenny City,Republic of Ireland,"Tracing Your Ancestors,Historic Houses and Castle,Museums and Attraction,Food Shops,Shopping,Tour"
Kilkenny Ghost Tours,-7.251441204,52.65157652,Kilkenny,Kilkenny City,Republic of Ireland,"Activity Operator,Tour"
Hurling Tours Ireland,-7.236511895,52.65916256,Kilkenny,Kilkenny City,Republic of Ireland,"Gaa,Learning,Activity Operator"
Cork Ghost Tour,-8.4730798,51.9002672,Cork,Cork City,Republic of Ireland,"Activity Operator,Tour"
Wicklow Equi Tours,-6.1116707,52.974467,Wicklow,Wicklow Town,Republic of Ireland,"Horse Riding,Equestrian,Activity Operator,Tour"
Wild Atlantic Cycling Ltd  Tours,-9.709548332,51.49373382,Cork,Goleen,Republic of Ireland,"Cycling,Activity Operator,Tour"
Cycle Holidays Ireland,-8.2962143,53.115437,Galway,Portumna,Republic of Ireland,"Cycling,Activity Operator,Tour"
Belmont Demesne,-6.0951855,53.1672038,Wicklow,Greystones,Republic of Ireland,"Restaurant,Cycling,Walking,Activity Operator,Adventure Park,Artisan,Food and Drink,Cafe,Local Produce"
Lime Tree Theatre,-8.639950977,52.65277731,Limerick,Limerick City,Republic of Ireland,"Venue,Music"
Connemara Safari Guided Walking Holidays,-10.0452,53.490799,Galway,Clifden,Republic of Ireland,"Walking,Activity Operator,Boat,Tour"
Ceann an Eanaigh  Annagh Head,-10.102216,54.241494,Mayo,Belmullet,Republic of Ireland,"Walking,Natural Landscape"
Trai Oila Elly Beach,-10.086517,54.162316,Mayo,Belmullet,Republic of Ireland,"Bird Watching,Nature and Wildlife,Swimming,Swimming Pools and Water Park,Venue,Beach"
Claggan,-9.7933339,53.9574563,Mayo,Bangor Erris,Republic of Ireland,"Walking,National Park,National and Forest Park"
Brigits Garden Gairdan Bhrade,-9.212496,53.385307,Galway,Oughterard,Republic of Ireland,"Food and Drink,Learning,Photography,Gardens,Garden,Cafe"
Leopardstown Golf Centre,-6.1891136,53.2662888,Dublin,Leopardstown,Republic of Ireland,"Golf Course,Golf"
Blasket Eco Tour by Dingle Boat Tours,-10.278169,52.1387052,Kerry,Dingle,Republic of Ireland,"Bird Watching,Nature and Wildlife,Cruising,Activity Operator,Boat,Tour"
The Hooker Brewery,-8.92873146,53.2693066,Galway,Oranmore,Republic of Ireland,"Food and Drink,Restaurant,Museums and Attraction,Tour"
Danny Vincent Smith Studio,-9.4486452,51.6831999,Cork,Bantry,Republic of Ireland,"Craft,Shopping,Food Shops"
Birdwatching at the Cliffs of Moher,-9.42637,52.971778,Clare,Liscannor,Republic of Ireland,"Bird Watching,Nature and Wildlife"
Celbridge Guided Walks,-6.538887219,53.33822023,Kildare,Celbridge,Republic of Ireland,"Activity Operator,Tour,Walking"
Mount Juliet Golf Club,-7.1917356,52.5263389,Kilkenny,Thomastown,Republic of Ireland,"Golf Course,Golf,Driving Range,General,Golf Driving Range,Pitch And Putt,Pitch and Putt,Activity Operator"
The Delgany Heritage Trail,-6.085187541,53.13842062,Wicklow,Delgany,Republic of Ireland,"Walking,Tour"
Russborough House  and Parklands,-6.569867,53.14121,Wicklow,Blessington,Republic of Ireland,"Historic Houses and Castle,Gardens,Garden,Venue,Music,Cafe,Food and Drink,Tour"
Wexford Garden Trail,-6.992454254,52.29638937,Wexford,Wexford Town,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Countryside Leisure Activity Centre,-7.237456,52.679318,Kilkenny,Kilkenny City,Republic of Ireland,"Activity Operator,Adventure Park"
Abbeyshrule Monastery,-7.658347079,53.57969143,Longford,Abbeyshrule,Republic of Ireland,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins"
Bru Chlann Lir  Geraghty Charters,-10.1013155,54.1445685,Mayo,Belmullet,Republic of Ireland,"Fishing,Angling,Activity Operator,Venue,Sports Venues"
Dunmore Country School Garden,-7.400964,52.858234,Laois,Durrow,Republic of Ireland,"Gardening,Nature and Wildlife,Learning,Gardens,Garden"
Sathya Sai Sanctuary For Nature,-8.3865947,54.062191,Sligo,Castlebaldwin,Republic of Ireland,"Visitor Farm,Activity Operator"
Athlone Golf Club,-7.9914465,53.4673032,Roscommon,Athlone,Republic of Ireland,"Golf Course,Golf"
Cloncallow Garden,-6.076193479,53.06779275,Wicklow,Newcastle,Republic of Ireland,"Gardens,Garden,Cafe,Food and Drink"
Grange Beach,-6.8298309,52.1981951,Wexford,Fethard On Sea,Republic of Ireland,"Kitesurfing,Windsurfing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach"
Cahervagliar Fort,-8.996941,51.792933,Cork,Coppeen,Republic of Ireland,"Ruins,Historic Houses and Castle"
Coole Park Visitor Centre  Gardens,-8.8379317,53.0926546,Galway,Gort,Republic of Ireland,"Walking,Public Park,Nature and Wildlife,Ruins,Historic Houses and Castle,Activity Operator"
Wolfhound Adventure Tours,-8.336558,53.935652,Roscommon,Boyle,Republic of Ireland,"Cycling,Horse Riding,Equestrian,Kayaking,Activity Operator,Walking,Tour"
Wild Wet Adventures,-8.723977,54.0571733,Sligo,Tubbercurry,Republic of Ireland,"Kayaking,Activity Operator,Walking"
Dublin Music TrailsSouth City ,-6.259119,53.3381736,Dublin,Dublin City,Republic of Ireland,Walking
Dublin Music TrailsThe Liberties ,-6.2714767,53.3395154,Dublin,Dublin City,Republic of Ireland,Walking
National Museum of Ireland  Natural History,-6.2533478,53.3398848,Dublin,Dublin City,Republic of Ireland,Museums and Attraction
Mysterious Holidays,-6.699326949,52.44313144,Wexford,Clonroche,Republic of Ireland,"Walking,Activity Operator,Tour"
Wicklow Boat Charters,-6.0379968,52.9803051,Wicklow,Wicklow Town,Republic of Ireland,"Activity Operator,Boat,Tour"
WhiteRiver Park Ltd,-6.4813947,53.7987403,Louth,Collon,Republic of Ireland,"Activity Operator,Venue,Sports Venues"
Wexford Golf Club,-6.4662443,52.3258921,Wexford,The Faythe,Republic of Ireland,"Golf Course,Golf,Activity Operator"
Westport Walking Tours,-9.521081052,53.80104247,Mayo,Westport,Republic of Ireland,"Learning,Walking,Activity Operator,Tour"
Westport Golf Club,-9.5622494,53.8137282,Mayo,Westport,Republic of Ireland,"Golf Course,Golf,Driving Range,General,Golf Driving Range,Pitch And Putt,Pitch and Putt,Activity Operator"
Westport Cruises,-9.553396,53.80188,Mayo,Westport,Republic of Ireland,"Cruising,Activity Operator,Cafe,Food and Drink,Pubs and Bar,Boat,Tour"
Woodbrook Golf Club,-6.11183,53.216807,Wicklow,Bray,Republic of Ireland,"Golf Course,Golf,Activity Operator"
Woodville House Gardens,-6.9309706,52.4171808,Wexford,New Ross,Republic of Ireland,"Walking,Gardens,Garden,Tour"
St Patricks Trail  Driving Route,-6.928555,52.83657,Carlow,Carlow Town,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Museums and Attraction,Ruins,Historic Houses and Castle"
Yacht Charter Galway,-9.050933137,53.27054597,Galway,Galway City,Republic of Ireland,"Sailing,Activity Operator"
Baltimore Heritage Trail,-9.368711696,51.4812883,Cork,Baltimore,Republic of Ireland,Walking
Zipit Farran Park,-8.7572518,51.8915725,Cork,Ovens,Republic of Ireland,"Zip Lining,Activity Operator,Adventure Park"
Leighlinbridge  Garden Village,-6.981996357,52.73293956,Carlow,Leighlinbridge,Republic of Ireland,"Gardens,Garden"
Black Castle,-6.97769,52.73621,Carlow,Leighlinbridge,Republic of Ireland,"Castle,Historic Houses and Castle,Ruins"
Ballymoon Castle,-6.9062967,52.700405,Carlow,Bagenalstown,Republic of Ireland,"Castle,Historic Houses and Castle,Ruins"
St Molings Trail  Driving Route,-6.927646676,52.6008546,Carlow,Borris,Republic of Ireland,"Activity Operator,Church Abbey,Monastery,Churches,Abbeys and Monastery,Historic Houses and Castle,Museums and Attraction,Ruins,Tour"
Cuan na hAislacime Ashleam Bay,-9.9864688,53.9069706,Mayo,Achill Island  Acaill,Republic of Ireland,Natural Landscape
Croagh Patrick View,-9.6370001,53.7793497,Mayo,Murrisk,Republic of Ireland,Walking
Carrownisky Strand,-9.8949181,53.7363937,Mayo,Louisburgh,Republic of Ireland,"Surfing,Activity Operator,Beach"
Clare Island,-9.9906676,53.8068427,Mayo,Clare Island,Republic of Ireland,"Walking,Beach,Island,Offshore Island"
Silver Strand,-9.880322149,53.64827913,Mayo,Louisburgh,Republic of Ireland,Beach
Spanish Armada Viewpoint,-9.8685496,53.8672392,Mayo,Louisburgh,Republic of Ireland,Beach
Dumhach Bheag Dooghbeg,-9.828524,53.8886237,Mayo,Mulranny,Republic of Ireland,Natural Landscape
An Ceann Ramhar Doohoma Head,-9.9623311,54.071591,Mayo,Doohoma,Republic of Ireland,Beach
Burren Free Range Pork Farm,-9.19232726,52.98621011,Clare,Kilfenora,Republic of Ireland,"Agriculture,Nature and Wildlife,Learning,Visitor Farm,Activity Operator,Food Shops,Shopping"
The Halpin Trail,-6.041997986,52.98098542,Wicklow,Wicklow Town,Republic of Ireland,Walking
West Coast Aqua Park,-9.4895403,52.6356508,Clare,Kilrush,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Activity Operator,Adventure Park"
Blackwater Eco Tours,-7.8586034,52.0860068,Waterford,Villierstown,Republic of Ireland,"Kayaking,Activity Operator,Walking,Boat,Tour"
Bishops Mountain Club,-7.105004,52.361211,Kilkenny,Mullinavat,Republic of Ireland,Activity Operator
Birr Golf Club,-7.9098559,53.127444,Offaly,Birr,Republic of Ireland,"Golf Course,Golf,Driving Range,General,Golf Driving Range,Activity Operator"
Bee Wise Nature Trail,-6.710672314,53.5531191,Meath,Kilmessan,Republic of Ireland,"Activity Operator,Tour"
Beara Walks  Talks,-9.551256303,51.77265432,Cork,Glengarriff,Republic of Ireland,"Walking,Activity Operator,Tour"
Bantry Bay Boat Hire,-9.4599253,51.6816828,Cork,Bantry,Republic of Ireland,"Kayaking,Activity Operator,Boat,Tour"
Duncannon Beach,-6.931269,52.2198716,Wexford,Duncannon,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Walking,Beach"
Avoca Walking Tours,-6.233063793,52.88498998,Wicklow,Avoca,Republic of Ireland,"Climbing,Activity Operator,Walking,Tour"
Athas Tours,-9.0028348,53.2729435,Galway,Galway City,Republic of Ireland,"Activity Operator,Tour,Walking"
Kilclooney Dolmen,-8.4312954,54.8192323,Donegal,Ardara,Republic of Ireland,
Rosslare Strand,-6.3896733,52.2902385,Wexford,Rosslare,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Beach"
Courtown Beach,-6.2258679,52.6461697,Wexford,Courtown,Republic of Ireland,Beach
Carnivan Beach,-6.8366805,52.1751053,Wexford,Fethard On Sea,Republic of Ireland,Beach
Baginbun Beach,-6.8307364,52.1765851,Wexford,Fethard On Sea,Republic of Ireland,Beach
Ceann Iorrais Erris Head,-9.9888672,54.2886881,Mayo,Belmullet,Republic of Ireland,"Bird Watching,Nature and Wildlife,Walking"
Lough Derg Aqua Splash,-8.2787303,52.9252014,Tipperary,Nenagh,Republic of Ireland,"Kayaking,Activity Operator,Adventure Park"
Activity Days,-8.5674229,51.9395051,Cork,Blarney,Republic of Ireland,"Cycling,Food and Drink,Restaurant,Kayaking,Activity Operator,Sailing,Walking,Tour"
1st Adventure Tours,-8.603233924,54.16807682,Sligo,Coolaney,Republic of Ireland,"Activity Operator,Tour"
Tubberpatrick,-7.6968834,53.887239,Longford,Ballinamuck,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
Enniscorthy Golf Club,-6.5944094,52.4891832,Wexford,Enniscorthy,Republic of Ireland,"Golf Course,Golf,Driving Range,General,Golf Driving Range,Activity Operator"
Luxury Charter Lough Corrib,-9.274893452,53.53110425,Mayo,Cong,Republic of Ireland,"Cruising,Sailing,Activity Operator,Boat,Tour"
Athenry Golf Club,-8.845527,53.282795,Galway,Athenry,Republic of Ireland,"Golf Course,Golf,Activity Operator"
Tipperary Golf Club,-8.159614,52.459604,Tipperary,Tipperary Town,Republic of Ireland,"Golf Course,Golf,Driving Range,General,Golf Driving Range"
Lough Derg Blueway,-8.326282,52.9318581,Clare,Killaloe,Republic of Ireland,"Cruising,Cycling,Kayaking,Activity Operator,Walking"
Aran Pony  Trap,-9.6701839,53.1191919,Galway,Inishmore  aÅrainn Aran Islands,Republic of Ireland,"Activity Operator,Tour"
Arklow Beach,-6.126780942,52.81185983,Wicklow,Arklow,Republic of Ireland,Beach
Ardamine Beach,-6.2292467,52.6318515,Wexford,Courtown,Republic of Ireland,Beach
Cork Golf Club,-8.3542728,51.9014455,Cork,Little Island,Republic of Ireland,"Golf Course,Golf,Driving Range,General,Golf Driving Range,Activity Operator"
Arklow Golf Club,-6.1495242,52.789663,Wicklow,Arklow,Republic of Ireland,"Golf Course,Golf"
Killarney Cineplex,-9.5064552,52.0577897,Kerry,Killarney,Republic of Ireland,"Movies,Cinema,Venue,Activity Operator"
An Chonair Conor Pass,-10.207747,52.181771,Kerry,Dingle,Republic of Ireland,
Green Gallery,-6.262002,53.339967,Dublin,Dublin City,Republic of Ireland,Art Gallery
Golf Vacations Ireland,-6.5478486,53.3594786,Kildare,Celbridge,Republic of Ireland,"Golf,Activity Operator"
Alaind Walking Sneem,-9.9086594,51.84421,Kerry,Sneem,Republic of Ireland,"Walking,Activity Operator,Tour"
Bective Abbey,-6.7028943,53.5824741,Meath,Navan,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Culdaff Beach,-7.1445395,55.2920893,Donegal,Culdaff,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Beach"
Shroove Beach,-6.9275303,55.2276681,Donegal,Inishowen,Republic of Ireland,Beach
Downings Beach ,-7.8361567,55.1931657,Donegal,Downings,Republic of Ireland,Beach
Killahoey Beach ,-7.9553654,55.1885934,Donegal,Dunfanaghy,Republic of Ireland,Beach
Marble Hill Beach,-7.8971701,55.1746132,Donegal,Dunfanaghy,Republic of Ireland,Beach
Trai na Carraige Finne Carrickfinn Beach,-8.345322,55.0430022,Donegal,Carrickfinn,Republic of Ireland,Beach
NarinPortnoo Strand,-8.4463355,54.8417962,Donegal,Naran,Republic of Ireland,Beach
Bai Fhionntrai Fintragh Bay,-8.4882206,54.635294,Donegal,Killybegs,Republic of Ireland,Beach
Dublin Tours by About Ireland Taxi Tours,-6.2603097,53.3498053,Dublin,Dublin City,Republic of Ireland,Tour
About Ireland Taxi Tours,-8.47400571,51.89841533,Cork,Cork City,Republic of Ireland,"Activity Operator,Tour"
Murvagh Beach ,-8.162617,54.604784,Donegal,Murvagh,Republic of Ireland,Beach
Rossnowlagh Beach,-8.2108195,54.5500397,Donegal,Rossnowlagh,Republic of Ireland,Beach
Cork Tours by About Ireland Taxi Tours,-8.4756035,51.8985143,Cork,Cork City,Republic of Ireland,Tour
Bundoran Beach,-8.2780148,54.4831333,Donegal,Bundoran,Republic of Ireland,Beach
Golden Strand,-9.9945689,54.0127103,Mayo,Achill Island  Acaill,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Beach"
Mullaghroe Beach,-10.07506985,54.1409313,Mayo,Belmullet,Republic of Ireland,"Bird Watching,Nature and Wildlife,Swimming,Swimming Pools and Water Park,Venue,Beach"
Keem Beach ,-10.1928951,53.9671631,Mayo,Achill Island  Acaill,Republic of Ireland,"Surfing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach"
Dooega Beach Achill Island  ,-10.0206359,53.9213832,Mayo,Achill Island  Acaill,Republic of Ireland,"Bird Watching,Nature and Wildlife,Swimming,Swimming Pools and Water Park,Venue,Beach"
Mulranny  Beach ,-9.7843193,53.8975187,Mayo,Mulranny,Republic of Ireland,"Surfing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach"
Ross Beach,-9.1982368,54.2327505,Mayo,Killala,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Beach"
Trai an Dailan Coral Strand,-9.6299109,53.2490686,Galway,Carraroe,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Beach"
Silverstrand Beach,-9.126871,53.2512899,Galway,Barna,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Beach"
Salthill  Beach ,-9.070555476,53.26240457,Galway,Salthill,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Beach,Natural Landscape"
An Trai Mhar,-9.3584556,53.2426908,Galway,Inveran,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Beach,Natural Landscape"
Traught Beach,-8.986245,53.170705,Galway,Kinvara,Republic of Ireland,Beach
Carrowmore Beach,-9.823214,53.7704581,Mayo,Louisburgh,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Beach"
Rosses Point Beach ,-8.5718316,54.3089365,Sligo,Rosses Point,Republic of Ireland,Beach
Fanore Beach ,-9.2889201,53.1177674,Clare,Fanore,Republic of Ireland,"Kitesurfing,Windsurfing,Activity Operator,Surfing,Swimming,Swimming Pools and Water Park,Venue,Beach,Natural Landscape"
Lahinch Lehinch Beach,-9.34783,52.9336105,Clare,Lahinch,Republic of Ireland,"Fishing,Angling,Kitesurfing,Windsurfing,Activity Operator,Surfing,Swimming,Swimming Pools and Water Park,Venue,Beach,Natural Landscape"
Kilkee Beach ,-9.6528593,52.6789342,Clare,Kilkee,Republic of Ireland,"Kayaking,Activity Operator,Sailing,Surfing,Swimming,Swimming Pools and Water Park,Venue,Beach,Natural Landscape"
White Strand Doonbeg,-9.5512828,52.7479777,Clare,Doonbeg,Republic of Ireland,"Fishing,Angling,Kitesurfing,Windsurfing,Activity Operator,Surfing,Swimming,Swimming Pools and Water Park,Venue,Beach,Natural Landscape"
Cappa  Pier,-9.4991532,52.6278648,Clare,Kilrush,Republic of Ireland,"Bird Watching,Nature and Wildlife,Swimming,Swimming Pools and Water Park,Venue,Beach,Natural Landscape"
Abbeyderg Abbey and Graveyard,-7.7871889,53.6382337,Longford,Kenagh,Republic of Ireland,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins"
Rossbeigh White Strand,-9.9758906,52.0674302,Kerry,Glenbeigh,Republic of Ireland,Beach
Wild N Happy Travel,-9.5762589,52.0868842,Kerry,Killarney,Republic of Ireland,"Cycling,Kayaking,Activity Operator,Day Tour,Tour"
Linenhall Arts Centre,-9.2975168,53.8582279,Mayo,Castlebar,Republic of Ireland,"Craft,Shopping,Movies,Cinema,Venue,Art Gallery,Music,Cafe,Food and Drink,Activity Operator"
The Source Arts Centre Thurles,-7.8095512,52.678863,Tipperary,Thurles,Republic of Ireland,"Art Gallery,Cinema,Venue,Music,Food and Drink,Pubs and Bar,Cafe"
Crawford Art Gallery,-8.473284,51.899862,Cork,Cork City,Republic of Ireland,"Art Gallery,Cafe,Food and Drink"
Kilcrea Franciscan Friary,-8.709483,51.859982,Cork,Ovens,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Timoleague Abbey,-8.7632724,51.6429869,Cork,Timoleague,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Glanworth Castle And Dominican Friary,-8.354437,52.1882374,Cork,Glanworth,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Castlelyons Dominican Friary,-8.2335,52.089393,Cork,Castlelyons,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Cloyne Round Tower,-8.1202974,51.8620116,Cork,Cloyne,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
