id,Station,Divisions,x,y,Year,"Attempts or threats to murder, assaults, harassments and related offences",Dangerous or negligent acts,Kidnapping and related offences,"Robbery, extortion and hijacking offences",Burglary and related offences,Theft and related offences,"Fraud, deception and related offences",Controlled drug offences,Weapons and Explosives Offences,Damage to property and to the environment,Public order and other social code offences,"Offences against government, justice procedures and organisation of crime",Lat,Long
20260,Ballyporeen, Tipperary,193377,113119,2003,0,2,0,0,2,4,1,0,0,3,4,0,52.2702,-8.09775
20262,Cashel, Tipperary,207497,140510,2003,0,23,0,4,28,38,7,16,6,47,27,5,52.51634,-7.8903
20263,Clogheen, Tipperary,200368,113860,2003,0,0,0,0,7,15,1,2,0,8,0,0,52.2769,-7.99534
20264,Nenagh, Tipperary,186608,179243,2003,0,63,1,4,64,129,5,80,10,82,132,9,52.86428,-8.19958
20265,Borrisokane, Tipperary,191521,194016,2003,0,6,0,0,12,14,0,0,0,1,3,0,52.99712,-8.12702
20266,Ballingarry North, Tipperary,198005,196372,2003,0,0,0,0,1,1,0,0,0,2,0,0,53.01835,-8.03046
20267,Cloughjordan, Tipperary,197379,187871,2003,0,1,0,0,3,8,0,0,0,5,2,0,52.94196,-8.03972
20268,Dolla, Tipperary,187091,171770,2003,0,3,0,0,3,1,0,3,0,0,2,0,52.79714,-8.19211
20269,Portroe, Tipperary,176239,181245,2003,0,3,0,0,4,9,0,5,0,2,2,0,52.88191,-8.35368
20270,Toomevara, Tipperary,197590,177601,2003,0,6,1,1,4,11,0,4,0,10,5,0,52.84968,-8.0365
20272,Templemore, Tipperary,211174,171709,2003,0,14,0,0,30,56,1,2,1,37,68,9,52.79663,-7.83508
20273,Templetuohy, Tipperary,218933,171028,2003,0,2,0,0,3,10,0,0,0,4,4,1,52.79029,-7.7201
20274,Roscrea, Tipperary,213573,189469,2003,0,28,0,4,32,106,3,15,0,45,68,15,52.95616,-7.79878
20275,Moyne, Tipperary,219362,164795,2003,0,0,0,0,3,4,0,1,2,2,0,0,52.73427,-7.7141
20276,Templederry, Tipperary,194987,169197,2003,0,0,0,0,2,2,0,0,0,1,0,0,52.77415,-8.07501
20277,Borrisoleigh, Tipperary,203063,166674,2003,0,6,0,0,8,8,0,2,1,11,17,0,52.75149,-7.95537
20278,Shevry, Tipperary,196862,159490,2003,0,1,0,0,6,6,0,0,0,0,0,0,52.68694,-8.04714
20279,Moneygall, Tipperary,203184,181119,2003,0,5,0,0,5,5,0,0,0,2,3,0,52.88129,-7.95344
20280,Tipperary, Tipperary,188981,136034,2003,0,20,0,2,33,96,9,19,9,96,117,7,52.47605,-8.16289
20282,Emly, Tipperary,175977,134865,2003,0,0,0,0,3,4,0,0,0,3,7,0,52.46513,-8.35419
20283,Golden, Tipperary,201089,138327,2003,0,6,0,0,4,10,0,7,0,1,4,0,52.49677,-7.9847
20284,Cappawhite, Tipperary,188876,147953,2003,0,8,0,0,9,25,0,0,2,7,3,0,52.58316,-8.16484
20285,Bansha, Tipperary,195590,133041,2003,0,4,0,0,3,8,1,2,0,8,2,0,52.44925,-8.06559
20286,Oola, Limerick,182426,142055,2003,0,1,0,0,2,7,1,0,1,4,1,0,52.52999,-8.25968
20288,Anglesea Street, Cork City,168040,71558,2003,0,130,1,55,167,1452,75,125,34,387,1317,219,51.89582,-8.46499
20290,Bridewell Cork, Cork City,167215,72081,2003,0,59,1,25,59,602,56,80,16,125,511,21,51.90047,-8.47703
20291,Blackrock Co Cork, Cork North,172205,71367,2003,0,31,1,6,70,142,7,33,11,161,109,18,51.89433,-8.40448
20292,Togher, Cork City,166559,69410,2003,0,40,1,19,95,297,18,45,7,197,126,22,51.87643,-8.4863
20293,Bishopstown, Cork City,164612,69895,2003,0,27,0,8,54,267,22,19,2,86,63,1,51.88067,-8.51462
20294,Douglas, Cork City,170369,69237,2003,0,71,0,5,85,238,5,30,5,106,113,6,51.87509,-8.43096
20295,Carrigaline, Cork City,173048,62517,2003,0,14,0,0,32,63,5,20,1,30,95,5,51.81483,-8.39154
20296,Crosshaven, Cork City,179049,61280,2003,0,6,0,0,13,25,0,2,0,7,10,1,51.80397,-8.30445
20297,Passage West, Cork City,177197,68099,2003,0,4,0,0,17,37,0,4,1,38,27,0,51.86518,-8.33175
20298,Mayfield, Cork City,170530,73086,2003,0,39,0,9,52,162,5,37,9,224,159,5,51.90969,-8.42895
20300,Watercourse Road, Cork City,167393,72821,2003,0,74,0,25,150,554,35,84,19,464,665,43,51.90713,-8.47451
20302,Gurranabraher, Cork City,165871,72420,2003,0,64,1,18,73,255,7,43,4,235,208,64,51.90344,-8.49659
20303,Blarney, Cork City,161004,75630,2003,0,29,0,0,48,105,1,4,4,62,49,6,51.93197,-8.56766
20304,Ballincollig, Cork City,159406,70777,2003,0,45,0,1,42,109,12,45,4,98,196,10,51.88824,-8.59032
20306,Cobh, Cork North,179125,66205,2003,0,40,5,1,19,110,11,57,2,119,181,18,51.84824,-8.30365
20307,Carrigtwohill, Cork North,182032,73007,2003,0,21,0,0,12,29,0,10,0,12,17,0,51.90947,-8.26182
20308,Glanmire, Cork City,172745,74038,2003,0,30,0,2,31,127,19,10,1,76,34,7,51.91836,-8.39684
20311,Watergrasshill, Cork North,176566,84599,2003,0,1,1,0,11,26,2,0,0,12,3,1,52.01344,-8.34203
20312,Fermoy, Cork North,181278,98497,2003,0,31,0,2,26,101,10,44,6,94,162,14,52.13852,-8.27417
20313,Rathcormac Co Cork, Cork North,180555,91552,2003,0,10,0,2,26,19,1,3,0,14,14,3,52.07608,-8.28433
20314,Ballynoe, Cork North,193238,89752,2003,0,6,0,0,5,13,1,1,0,1,10,0,52.06021,-8.09932
20315,Kildorrery, Cork North,170705,110446,2003,0,2,0,0,10,8,1,0,0,10,2,0,52.24544,-8.42962
20316,Kilworth, Cork North,182977,102690,2003,0,4,0,0,14,14,0,1,0,2,3,0,52.17626,-8.24956
20317,Mitchelstown, Cork North,181576,112413,2003,0,27,0,0,28,69,6,15,1,43,80,3,52.26359,-8.27057
20318,Castletownroche, Cork North,168033,102149,2003,0,2,0,0,14,12,0,2,0,6,13,0,52.17073,-8.46795
20320,Mallow, Cork North,155824,98686,2003,0,39,0,4,52,192,17,53,5,94,176,15,52.13877,-8.64594
20321,Buttevant, Cork North,154182,108777,2003,0,9,0,0,6,11,3,1,0,8,23,0,52.22931,-8.67128
20322,Charleville, Cork North,153544,122887,2003,0,16,0,0,20,56,14,5,1,23,33,2,52.35605,-8.68256
20323,Doneraile, Cork North,160037,107212,2003,0,5,0,0,12,18,0,0,0,11,1,1,52.21571,-8.58541
20324,Milford Co Cork, Cork North,141682,121501,2003,0,4,0,0,4,4,1,0,0,1,6,0,52.34247,-8.8564
20325,Glantaine, Cork North,148745,94962,2003,0,2,0,0,11,10,0,0,1,4,1,0,52.10469,-8.74876
20326,Liscarroll, Cork North,144996,112237,2003,0,2,0,0,7,4,0,1,0,5,3,0,52.25956,-8.80627
20327,Drumcollogher, Limerick,137937,121074,2003,0,5,0,0,17,13,0,0,0,16,4,0,52.33822,-8.91127
20328,Midleton, Cork North,188110,73791,2003,0,63,1,1,66,111,20,74,3,77,112,5,51.91668,-8.17353
20329,Cloyne, Cork North,191542,67785,2003,0,5,0,0,3,6,0,3,0,3,7,2,51.86276,-8.1235
20330,Killeagh, Cork North,200396,76345,2003,0,12,0,0,20,37,2,2,0,9,9,3,51.93976,-7.99497
20331,Whitegate, Cork North,184343,63831,2003,0,2,0,0,2,6,0,5,0,4,2,0,51.82707,-8.22782
20332,Youghal, Cork North,210862,77281,2003,0,18,0,1,50,124,12,19,0,102,69,9,51.94806,-7.84276
20333,Ballycotton, Cork North,199147,64169,2003,0,4,0,0,3,3,0,2,0,11,5,1,51.83033,-8.0131
20334,Ardmore, Waterford,218736,77633,2003,0,5,0,0,4,6,2,0,0,1,4,0,51.95102,-7.72822
20335,Bandon, Cork West,148948,54943,2003,0,43,0,0,24,63,6,58,6,45,135,4,51.74509,-8.73987
20336,Innishannon, Cork West,154798,57039,2003,0,6,0,0,3,12,1,18,1,4,6,0,51.76442,-8.65545
20337,Ballinhassig, Cork West,160694,61403,2003,0,7,0,1,11,16,1,7,0,7,2,0,51.80409,-8.57055
20338,Ballineen, Cork West,134499,54090,2003,0,7,0,0,8,11,1,1,0,6,8,0,51.73592,-8.94887
20340,Kinsale, Cork West,163724,50501,2003,0,33,0,0,41,120,3,47,7,75,120,5,51.70632,-8.52548
20341,Kilbrittain, Cork West,152309,46948,2003,0,1,0,0,1,10,0,0,0,3,1,0,51.67353,-8.69011
20342,Timoleague, Cork West,147006,43566,2003,0,2,0,0,1,7,0,5,0,2,6,0,51.64266,-8.76625
20343,Bantry, Cork West,99396,48475,2003,0,15,0,0,9,69,3,17,0,29,57,5,51.68027,-9.45523
20344,Schull, Cork West,93084,31736,2003,0,4,0,0,2,37,4,1,1,9,11,1,51.52872,-9.54136
20345,Kealkil, Cork West,105080,56687,2003,0,1,0,0,0,4,0,0,0,1,2,1,51.75504,-9.37532
20347,Glengarriff, Cork West,92959,56431.01,2003,0,1,0,1,10,14,0,0,0,16,6,1,51.75056,-9.55071
20348,Durrus, Cork West,94504,41927,2003,0,2,0,0,0,3,0,0,0,2,4,2,51.62054,-9.52396
20349,Ballydehob, Cork West,98743,35003,2003,0,3,0,0,0,8,0,1,0,2,0,0,51.55911,-9.46078
20350,Drimoleague, Cork West,112583,45865,2003,0,3,0,0,8,12,0,1,0,8,11,0,51.65903,-9.26398
20351,Castletownbere, Cork West,67530,45783,2003,0,12,0,0,10,19,2,2,0,16,21,4,51.64948,-9.91468
20352,Clonakilty, Cork West,138491,41691,2003,0,25,0,0,23,76,4,19,2,65,108,7,51.62495,-8.88891
20354,Rosscarbery, Cork West,128542,36549,2003,0,7,0,0,6,8,0,3,2,7,5,1,51.57757,-9.0315
20355,Skibbereen, Cork West,112360,33578,2003,0,24,0,0,16,54,10,22,2,22,61,14,51.54859,-9.26413
20357,Baltimore, Cork West,104724,26470,2003,0,0,0,0,5,6,0,0,0,3,3,0,51.48348,-9.37226
20358,Dunmanway, Cork West,123336,52791.01,2003,0,10,0,0,10,16,2,6,3,17,19,1,51.72283,-9.11014
20359,Drinagh, Cork West,120137,44481,2003,0,1,0,0,3,1,0,1,0,1,0,0,51.64771,-9.15453
20361,Macroom, Cork West,133705,73058,2003,0,19,0,0,19,40,45,33,1,38,118,1,51.90627,-8.96399
20362,Stuake, Cork West,147817,82265,2003,0,4,0,0,6,5,0,2,2,4,6,0,51.99051,-8.76037
20363,Coachford, Cork West,145605,73233,2003,0,2,0,0,1,10,2,8,2,3,8,0,51.90913,-8.79113
20364,Beal Atha an Ghaorthaidh, Cork West,115366,67279,2003,0,1,0,0,4,8,0,4,0,4,0,3,51.85186,-9.22898
20365,Baile Bhuirne, Cork West,119653,77660,2003,0,7,0,0,9,7,0,4,0,4,4,0,51.94577,-9.1692
20366,Crookstown, Cork West,144846,67624,2003,0,8,0,0,7,15,0,9,1,7,13,0,51.85865,-8.80127
20368,Tarelton, Cork West,131616,65547,2003,0,1,0,0,1,5,0,0,0,4,2,0,51.83853,-8.99286
20369,Kanturk, Cork West,137620,103010,2003,0,13,0,1,13,37,3,10,1,56,70,4,52.17587,-8.91258
20370,Ballydesmond, Cork West,115844,103595,2003,0,2,0,0,3,6,0,0,0,3,4,0,52.17823,-9.23097
20371,Boherbue, Cork West,126840,101277,2003,0,6,0,0,2,13,0,2,1,9,7,4,52.15897,-9.06976
20373,Newmarket, Cork West,131905,107393,2003,0,9,0,2,12,18,3,9,0,19,37,1,52.21458,-8.99699
20374,Millstreet Co. Cork, Cork West,127242,90264,2003,0,9,0,0,11,25,4,30,0,11,29,3,52.06007,-9.06153
20376,Rathmore Co Kerry, Kerry,116814,93121,2003,0,6,0,0,7,20,2,0,0,9,9,0,52.08427,-9.21423
20378,Ardfert, Kerry,78762,120534,2003,0,14,0,0,9,21,2,1,0,8,7,1,52.32349,-9.77889
20379,Tralee, Kerry,83396,114411,2003,0,142,0,14,131,518,27,75,8,245,578,76,52.26949,-9.70884
20381,Dingle, Kerry,44605,100974,2003,0,20,0,0,2,12,1,4,0,4,61,0,52.13925,-10.2705
20382,Castlegregory, Kerry,62067,113254,2003,0,17,0,0,2,10,0,1,0,2,7,0,52.25417,-10.02062
20383,Annascaul, Kerry,59567,101995,2003,0,2,0,0,0,4,0,0,0,0,0,0,52.15242,-10.05254
20384,Baile an Fheirt�araigh, Kerry,35414,104242,2003,0,2,0,0,0,2,0,0,0,1,2,0,52.16593,-10.40621
20387,Caherciveen, Kerry,47419,79475,2003,0,14,0,0,2,15,7,3,0,10,39,0,51.94697,-10.21985
20390,Glenbeigh, Kerry,67187,91175,2003,0,2,0,0,1,3,0,1,0,0,0,0,52.05712,-9.93706
20391,Portmagee, Kerry,37438,72907,2003,0,4,0,0,2,4,0,0,0,0,2,0,51.88516,-10.36178
20392,Killorglin, Kerry,77604,96405,2003,0,18,0,0,3,19,2,7,2,5,37,1,52.1065,-9.78715
20393,An Coirean, Kerry,50174,66489,2003,0,7,0,0,7,5,0,2,0,3,5,1,51.83109,-10.17417
20394,Sneem, Kerry,68822,66838,2003,0,1,0,0,4,11,1,1,0,3,4,0,51.83891,-9.90396
20395,Castlemaine, Kerry,83700,103354,2003,0,5,0,0,4,10,0,1,0,4,2,0,52.17023,-9.70059
20396,Killarney, Kerry,96326,91071,2003,0,144,0,5,44,269,9,44,3,81,473,29,52.0624,-9.51239
20398,Kenmare, Kerry,91133,70711,2003,0,28,0,0,17,21,0,3,2,10,58,5,51.8785,-9.58162
20399,Castleisland, Kerry,100103,109691,2003,0,13,0,2,6,60,2,3,0,20,41,9,52.23038,-9.4628
20400,Farranfore, Kerry,94027,103252,2003,0,12,0,0,6,11,2,4,0,5,4,0,52.1714,-9.54968
20401,Barraduff, Kerry,108078,90547,2003,0,8,0,0,1,2,0,0,0,1,7,0,52.05977,-9.34094
20404,Listowel, Kerry,99155,133839,2003,0,40,0,1,20,104,0,28,6,60,294,22,52.44714,-9.48392
20405,Ballyheigue, Kerry,75635,127925.01,2003,0,3,0,0,4,5,1,3,0,9,15,0,52.38918,-9.82747
20407,Ballybunion, Kerry,86652,141250,2003,0,15,0,0,14,47,0,7,0,30,54,2,52.51126,-9.67024
20408,Ballyduff, Kerry,86995,135074,2003,0,4,0,0,7,7,0,0,0,10,14,3,52.45585,-9.6631
20410,Knocknagoshel, Kerry,105611,120746,2003,0,7,0,0,13,9,2,1,1,6,56,4,52.33066,-9.38531
20411,Lixnaw, Kerry,90024,129241,2003,0,1,0,0,4,11,1,2,0,6,4,0,52.40407,-9.61664
20413,Tarbert, Kerry,106797,147669,2003,0,4,0,0,5,8,0,5,0,5,22,0,52.57274,-9.37543
20414,Ardnacrusha, Limerick,158606,161975,2003,0,5,0,0,24,50,2,3,2,34,23,7,52.70769,-8.61314
20416,Castleconnell, Limerick,166361,162551,2003,0,12,0,2,30,96,3,11,0,37,8,4,52.71341,-8.49847
20417,Henry Street, Limerick,157313,156864,2003,0,172,3,39,236,1750,77,135,43,568,810,91,52.66167,-8.63161
20418,Mayorstone Park, Limerick,156431,158215,2003,0,73,2,25,211,513,17,82,48,537,211,95,52.67374,-8.64482
20419,Roxboro Road, Limerick,158428,155643,2003,0,96,1,31,319,1018,77,140,42,742,276,49,52.65078,-8.61498
20420,Patrickswell, Limerick,151737,149580,2003,0,10,1,1,13,22,7,0,2,14,7,3,52.59575,-8.71295
20421,Ballyneety, Limerick,162853,149652,2003,0,5,0,0,7,26,1,1,1,18,2,2,52.59727,-8.54893
20422,Caherconlish, Limerick,168230,149230,2003,0,5,0,1,6,17,3,0,1,23,6,2,52.59382,-8.46954
20423,Askeaton, Limerick,134243.7,150327.68,2003,0,5,0,0,7,15,1,0,0,4,36,3,52.60063,-8.97121
20424,Adare, Limerick,146337,146092,2003,0,6,0,1,9,22,1,2,1,6,2,4,52.5639,-8.79206
20425,Pallaskenry, Limerick,141389,154679,2003,0,7,0,0,7,24,1,3,0,12,14,0,52.64055,-8.86654
20426,Croom, Limerick,151259,141377,2003,0,6,0,0,18,31,0,1,2,11,30,4,52.522,-8.7188
20427,Foynes, Limerick,125284,151469,2003,0,4,0,1,14,15,6,0,1,4,13,0,52.60973,-9.10368
20428,Glin, Limerick,112955,147205,2003,0,1,0,0,5,3,0,0,0,1,1,0,52.56959,-9.28451
20430,Rathkeale, Limerick,136312,141701,2003,0,7,0,1,32,21,0,0,1,17,23,0,52.52337,-8.93903
20431,Bruff, Limerick,162884,136304,2003,0,8,0,0,9,16,1,1,0,9,15,1,52.47733,-8.54698
20433,Ballylanders, Limerick,176519,124355,2003,0,3,0,1,5,12,3,2,0,5,20,0,52.37071,-8.34547
20434,Hospital Co Limerick, Limerick,170664,136018,2003,0,1,0,1,2,10,0,10,0,10,20,1,52.47523,-8.43246
20435,Bruree, Limerick,155807,130335,2003,0,3,0,0,4,6,1,0,0,3,3,0,52.42317,-8.65033
20436,Kilmallock, Limerick,160858,127534,2003,0,10,0,1,13,23,8,3,1,13,30,6,52.39838,-8.57577
20437,Pallasgreen, Limerick,177119,146390,2003,0,3,0,0,6,10,2,0,1,4,4,0,52.56875,-8.33818
20438,Cappamore, Limerick,177122,151501,2003,0,6,0,1,2,18,0,1,0,10,4,0,52.61467,-8.33849
20439,Murroe, Limerick,173032,155418,2003,0,1,0,0,1,2,0,0,0,2,0,0,52.64968,-8.39919
20440,Newcastle West, Limerick,127825,134070,2003,0,18,0,0,27,94,2,6,0,65,36,0,52.45375,-9.06239
20441,Abbeyfeale, Limerick,112219,126928,2003,0,14,0,0,27,20,0,2,2,13,17,5,52.3873,-9.29002
20442,Ballingarry, Limerick,141415,135935,2003,0,1,0,0,15,9,0,0,0,2,1,0,52.47213,-8.86285
20444,Athea, Limerick,112536,135006,2003,0,4,0,0,8,5,0,0,1,9,14,0,52.45993,-9.28748
20447,Ennis, Clare,133945.89,177743.83,2003,0,73,2,7,128,470,21,58,19,209,309,47,52.84692,-8.98111
20448,Crusheen, Clare,139630,187860,2003,0,3,0,1,5,8,1,0,0,2,2,0,52.93848,-8.89864
20449,Lissycasey, Clare,122090,166693,2003,0,5,0,0,2,5,0,0,0,2,4,0,52.74606,-9.15441
20450,Newmarket on Fergus, Clare,139354,168352,2003,0,6,0,0,8,26,0,0,1,13,9,3,52.76317,-8.89912
20452,Shannon, Clare,140757,162182,2003,0,26,1,6,31,192,70,60,3,156,98,6,52.70789,-8.87722
20454,Sixmilebridge, Clare,147506,165689,2003,0,7,0,0,16,28,1,6,3,12,12,9,52.7401,-8.77794
20455,Kilrush, Clare,99791,155414,2003,0,13,1,0,26,41,1,4,8,104,77,4,52.64107,-9.48107
20460,Kildysart, Clare,125248,158690,2003,0,3,0,0,3,6,2,0,0,2,3,2,52.6746,-9.10584
20461,Kilkee, Clare,88819,160254.01,2003,0,15,0,0,28,25,1,11,2,29,69,2,52.68241,-9.64472
20462,Killaloe, Clare,170129,172905,2003,0,11,0,0,41,90,3,15,2,44,18,7,52.80666,-8.44367
20464,Scariff, Clare,164068,184094,2003,0,4,0,0,7,20,0,3,1,12,0,0,52.90683,-8.53477
20466,Tulla, Clare,149217,179615.01,2003,0,5,0,1,10,12,0,1,0,7,6,0,52.86539,-8.75478
20468,Ennistymon, Clare,113414,188139,2003,0,13,0,1,18,71,1,5,1,47,57,4,52.9374,-9.28854
20469,Ballyvaughan, Clare,123241,207871,2003,0,0,0,0,2,17,0,0,0,4,0,1,53.11616,-9.14711
20470,Corofin, Clare,128220,189019.21,2003,0,3,0,0,9,15,1,0,0,15,1,0,52.94749,-9.06857
20473,Lisdoonvarna, Clare,113521,198292,2003,0,11,0,0,2,22,0,6,0,13,10,0,53.02862,-9.28966
20474,Miltown Malbay, Clare,105707,179384,2003,0,9,0,0,10,32,0,12,0,27,19,7,52.85745,-9.4006
20475,Gaillimh, Galway,129444.21,225049.64,2003,0,219,1,43,363,1388,77,211,36,470,1053,85,53.27134,-9.05828
20476,Aran Mor, Galway,137877,225014,2003,0,17,0,1,48,138,4,10,2,50,24,2,53.27208,-8.93189
20478,Leach Seoirse, Galway,138040,234471,2003,0,15,0,0,16,21,4,2,0,5,2,0,53.35706,-8.9313
20479,Headford, Galway,127114,247234,2003,0,3,0,0,7,11,0,0,0,10,14,1,53.47032,-9.09831
20480,Athenry, Galway,150065,227951,2003,0,9,0,0,7,11,0,4,0,10,18,5,53.29975,-8.74969
20481,Monivea, Galway,153304,236181,2003,0,2,0,0,1,0,1,0,0,1,1,0,53.37399,-8.70233
20483,Clifden, Galway,66684,250540,2003,0,12,0,0,22,50,6,3,1,35,70,2,53.48818,-10.00924
20484,Sraith Salach, Galway,85724,247496,2003,0,2,0,0,2,1,0,0,0,3,0,0,53.46532,-9.72143
20485,Letterfrack, Galway,70971,257774,2003,0,3,0,0,9,7,5,2,0,7,2,0,53.55421,-9.94767
20487,Carna, Galway,78502,231891,2003,0,1,1,0,2,6,0,0,0,13,1,1,53.32357,-9.82412
20488,An Maim, Galway,96228,252310,2003,0,0,0,0,13,14,1,0,0,6,2,0,53.51073,-9.56493
20489,Cloch na Ron, Galway,72250,239851,2003,0,1,0,0,0,3,0,0,0,4,3,0,53.39358,-9.9211
20490,Loughrea, Galway,161958,216447,2003,0,32,0,1,25,124,5,5,0,48,196,10,53.19738,-8.56995
20492,Killimor, Galway,180373,212831.01,2003,0,0,0,0,6,6,0,0,0,8,6,1,53.16589,-8.29419
20493,Woodford, Galway,173214,199702,2003,0,5,0,0,4,8,0,2,0,2,2,0,53.04761,-8.40013
20495,Eyrecourt, Galway,191203,216532,2003,0,1,0,0,6,1,0,0,1,0,7,1,53.19943,-8.13237
20496,Portumna, Galway,185281,204369,2003,0,3,0,1,11,53,1,0,0,6,20,2,53.09001,-8.22042
20497,Kilrickle, Galway,169834,220046,2003,0,9,0,0,3,14,0,0,0,4,3,0,53.23022,-8.45245
20498,Oughterard, Galway,112003,242708,2003,0,1,0,0,14,22,1,4,0,8,7,1,53.42735,-9.32454
20499,Maigh Cuilinn, Galway,121369,232631,2003,0,6,0,0,16,28,0,6,0,6,2,0,53.33831,-9.18117
20500,An Cheathru Rua, Galway,93255,224962,2003,0,4,0,0,10,10,0,0,0,13,4,1,53.26451,-9.60049
20501,Ros Muc, Galway,92932,238537,2003,0,2,0,0,3,2,0,0,0,2,0,0,53.38637,-9.60991
20502,Indreabhan, Galway,104606,222058,2003,0,1,0,0,5,10,0,0,0,4,3,0,53.24059,-9.42956
20503,An Spideal, Galway,112890,222439,2003,0,8,0,0,9,33,0,0,0,13,7,0,53.24543,-9.30563
20504,Leitir Mor, Galway,89689,228360,2003,0,2,0,0,6,10,0,0,0,3,0,3,53.2943,-9.65508
20505,Bothar Na Tra, Galway,127991,223676,2003,0,40,1,6,216,304,11,29,5,226,174,11,53.25881,-9.07974
20506,Cill Ronain, Galway,88391,209129,2003,0,2,0,0,1,5,0,0,0,3,13,0,53.12131,-9.66782
20507,Gort, Galway,145203,202147,2003,0,10,0,1,22,53,2,3,2,34,18,5,53.06744,-8.81818
20508,Ardrahan, Galway,146101,212066,2003,0,9,0,0,1,4,0,0,0,1,2,0,53.15665,-8.80645
20509,Craughwell, Galway,151036,220114.01,2003,0,5,0,0,10,27,2,0,1,9,9,3,53.22943,-8.73392
20510,Kinvara, Galway,137162,210375,2003,0,5,0,0,6,19,0,12,1,6,2,0,53.14048,-8.93973
20514,Roscommon, Roscommon/Longford,187242,264445,2003,0,35,0,0,32,137,13,3,1,86,100,16,53.62984,-8.19358
20515,Athleague, Roscommon/Longford,183329,257652,2003,0,4,0,0,3,8,0,0,0,4,3,0,53.5687,-8.25236
20517,Strokestown, Roscommon/Longford,193205,281231,2003,0,8,0,0,6,9,0,0,0,10,2,0,53.78076,-8.10382
20519,Creggs, Galway,175961,260596,2003,0,3,0,0,0,3,0,0,0,2,0,0,53.59486,-8.36379
20520,Ballygar, Galway,178268,252460,2003,0,1,0,0,2,10,7,0,0,3,3,0,53.52186,-8.32839
20521,Ballinasloe, Galway,185149,230904,2003,0,39,0,2,36,118,5,35,5,66,119,15,53.32843,-8.22363
20522,Ahascragh, Galway,178054,238416,2003,0,0,0,0,1,3,0,0,0,1,2,0,53.39567,-8.33063
20523,Kilconnell, Galway,173289,231284,2003,0,1,0,0,3,4,0,0,0,6,3,0,53.33138,-8.40166
20524,Kiltormer, Galway,181932,220804,2003,0,1,0,0,7,1,0,0,0,0,9,0,53.23758,-8.27134
20526,Mountbellew, Galway,166839,246883,2003,0,14,0,0,4,13,2,0,0,5,14,0,53.47116,-8.5001
20527,Taughmaconnell, Roscommon/Longford,190668,239214,2003,0,2,0,0,2,2,0,0,0,1,3,0,53.40322,-8.14104
20528,Clonark, Roscommon/Longford,197742,235330,2003,0,6,0,0,7,13,0,0,0,7,4,0,53.3684,-8.03466
20529,Moylough, Galway,162410,248756,2003,0,1,0,0,3,5,0,0,0,0,2,0,53.48769,-8.56702
20530,Boyle, Roscommon/Longford,180337,302706,2003,0,17,0,0,21,36,1,6,1,25,70,6,53.97337,-8.30039
20533,Elphin, Roscommon/Longford,187380,288484,2003,0,5,0,0,4,5,0,0,0,4,12,0,53.84582,-8.19248
20534,Frenchpark, Roscommon/Longford,173367,291150,2003,0,4,0,1,3,12,0,0,0,12,19,0,53.86924,-8.4056
20535,Keadue, Roscommon/Longford,191056,311275,2003,0,0,0,0,3,5,0,2,0,5,1,0,54.05065,-8.1373
20536,Tulsk, Roscommon/Longford,183447,280886,2003,0,2,0,0,3,2,2,0,0,3,12,0,53.77744,-8.25182
20537,Castlerea, Roscommon/Longford,168128,279762,2003,0,8,4,1,18,43,4,8,0,40,49,3,53.76663,-8.48406
20538,Ballaghderreen, Roscommon/Longford,161621,294647,2003,0,20,0,0,19,30,60,7,0,31,30,2,53.89992,-8.58459
20539,Ballinlough, Roscommon/Longford,158095,276963,2003,0,4,0,1,1,17,2,0,1,5,9,0,53.74078,-8.63581
20543,Tuam, Galway,143273,252060,2003,0,49,0,0,33,136,7,11,4,104,124,37,53.51566,-8.85588
20544,Williamstown, Galway,161825,269848,2003,0,9,0,0,6,4,0,1,2,5,5,1,53.67714,-8.57841
20545,Milltown, Galway,140650,262772,2003,0,3,0,0,1,3,0,1,0,3,5,0,53.6116,-8.89745
20547,Glenamaddy, Galway,162969,262081,2003,0,3,0,1,3,8,1,0,0,8,10,0,53.60745,-8.56018
20548,Dunmore, Galway,151036,263315,2003,0,11,0,0,8,8,0,0,0,8,17,0,53.61755,-8.74063
20549,Corofin, Galway,142691,243381,2003,0,7,0,0,4,4,0,1,0,3,8,0,53.43763,-8.86307
20550,Barnaderg, Galway,152084,248054,2003,0,9,0,0,2,2,0,0,1,5,8,0,53.48055,-8.72246
20551,Castlebar, Mayo,114657,290095,2003,0,66,0,2,97,387,23,30,4,244,319,15,53.85343,-9.29762
20554,Balla, Mayo,125604,284167,2003,0,10,0,0,7,18,1,2,0,7,5,3,53.80187,-9.12987
20555,Partry, Mayo,115533,272850,2003,0,14,0,0,9,9,0,0,0,9,3,0,53.69868,-9.27959
20558,Crossmolina, Mayo,113519,317547,2003,0,18,0,0,9,11,0,0,0,2,64,0,54.09981,-9.32269
20559,Killala, Mayo,120423,330148,2003,0,16,0,0,5,13,1,0,0,8,18,0,54.2141,-9.22051
20561,Bonniconlon, Mayo,132750,318312,2003,0,3,0,0,2,4,0,0,0,3,10,0,54.10955,-9.02896
20562,Ballina, Mayo,124157,318813,2003,0,77,0,2,61,153,24,9,5,154,312,17,54.11286,-9.16044
20564,Enniscrone, Sligo/Leitrim,129034,329979.01,2003,0,17,0,0,19,23,2,1,0,23,20,0,54.21385,-9.08851
